module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00885	Cna_MSK071	Cna_MSK071	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608 K11609+K11610+(K27071+K27072,K27689)+K11611"	0.2	False	0.3	False	NA	No enzymes unique to module	NA	K02078,K11263,K11263	2172,389,429	K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,0,0,0
M00886	Cna_MSK071	Cna_MSK071	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608  K11609+K11610+K27071+K27072+K11611 K27070+K11610+K27072+(K27073,K27074)+K11611"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K02078,K11263,K11263	2172,389,429	K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,0,0,0,0
M00887	Cna_MSK071	Cna_MSK071	Mycolic acid biosynthesis, meromycolic acid + alpha-carboxyacyl-CoA + trehalose => TMM => TDM/mAGP/GMM	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11263+K27093+K27094+K27095 K12428 K12437 K27306 K18851"	1.0	True	1.0	True	1.0	K12428,K12437,K18851,K27093,K27306	1,1,4,1,1	K11263,K11263,K12428,K12437,K18851,K18851,K18851,K18851,K27093,K27094,K27095,K27306	389,429,64,65,1814,1813,47,61,66,397,396,2026	K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887,K27094 is present in multiple modules: M00741/M00887,K27095 is present in multiple modules: M00741/M00887	1	1	1,1,1,1,4
M00101	Cna_MSK071	Cna_MSK071	Cholesterol biosynthesis, FPP => cholesterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K00801 K00511 K01852 K05917 (K00222,K19532) K07750 K07748 K13373 K09828 K01824 K00227 K00213"	0.08333333333333333	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K09828	1699	K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,1,0,0,0
M00917	Cna_MSK071	Cna_MSK071	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K01853 K00559 K14423 K23558 -- K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828"	0.07142857142857142	False	0.07142857142857142	False	NA	No enzymes unique to module	NA	K09828	1699	'--' steps are assumed incomplete,K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,1
M00089	Cna_MSK071	Cna_MSK071	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	2	K00655,K00655	2098,33	None	0	0	0,2,0,0
M00098	Cna_MSK071	Cna_MSK071	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	"(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) (K01054,K25824)"	0.5	False	0.5	False	1.0	K01046	1	K01046	1486	None	0	0	1,0
M00093	Cna_MSK071	Cna_MSK071	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00981	1	K00981	647	None	0	0	1,0,0
M00048	Cna_MSK071	Cna_MSK071	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	1.0	True	1.0	True	1.0	K00602,K00764,K01588,K01589,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	1,1,1,1,1,1,1,1,1,1,1,1	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	1581,259,411,410,240,241,260,239,142,1580,245,246,247	K01756 is present in multiple modules: M00048/M00049	1	1	1,1,2,1,1,1,1,1
M00049	Cna_MSK071	Cna_MSK071	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	1.0	True	1.0	True	1.0	K00939,K01939	1,1	K00939,K00940,K01756,K01939	1696,1253,240,138	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938,K01756 is present in multiple modules: M00048/M00049	1	1	1,1,1,1
M00050	Cna_MSK071	Cna_MSK071	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	1.0	True	1.0	True	1.0	K00088,K00942,K01951	1,1,1	K00088,K00940,K00942,K01951	327,1253,916,330	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	1,1,1,1
M00053	Cna_MSK071	Cna_MSK071	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00525,K00525,K00526,K00526,K00940	1235,2065,1234,2063,1253	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	2,1
M00958	Cna_MSK071	Cna_MSK071	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.6666666666666666	False	0.75	True	NA	No enzymes unique to module	NA	K01081,K02566,K03784,K05810	955,2171,1783,546	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K03784 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	1	0	1,2,0
M00959	Cna_MSK071	Cna_MSK071	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01081,K02566,K03784,K05810	955,2171,1783,546	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K03784 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	0	0	2,2,0,0
M00051	Cna_MSK071	Cna_MSK071	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"	0.6666666666666666	False	0.9166666666666666	True	1.0	K00254,K00609,K00762,K01465,K01591	1,1,1,1,1	K00254,K00609,K00762,K01465,K01591,K01955,K01956	854,922,131,921,918,919,920	K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978	1	0	0,1,1
M00052	Cna_MSK071	Cna_MSK071	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.6666666666666666	False	0.6666666666666666	False	1.0	K09903	1	K00940,K09903	1253,645	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	0	0	1,1,0
M00938	Cna_MSK071	Cna_MSK071	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	1.0	True	1.0	True	1.0	K00560,K00943,K01520,K03465	1,1,2,1	K00525,K00525,K00526,K00526,K00560,K00940,K00943,K01520,K01520,K03465	1235,2065,1234,2063,1568,1253,473,2000,990,692	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	2,1,2,2,1
M00020	Cna_MSK071	Cna_MSK071	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00058 K00831 (K01079,K02203,K22305,K25528)"	1.0	True	1.0	True	1.0	K00058,K01079	1,1	K00058,K00831,K01079	1128,2317,2061	K00831 is present in multiple modules: M00020/M00124	1	1	1,1,1
M00018	Cna_MSK071	Cna_MSK071	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	1.0	True	1.0	True	1.0	K00872,K01733	1,1	K00003,K00133,K00872,K00928,K01733	1053,2258,1054,2257,2132	K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	1	1,1,1,1,1
M00621	Cna_MSK071	Cna_MSK071	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00281,K00382,K00605	2119,1816,2120	K00281 is present in multiple modules: M00532/M00621,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00605 is present in multiple modules: M00532/M00621	1	1	1,1,1
M00555	Cna_MSK071	Cna_MSK071	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K17755,((K00108,K11440,K00499) (K00130,K14085)))"	1.0	True	1.0	True	1.0	K00108,K00130	1,1	K00108,K00130	1456,1458	None	1	1	1
M00975	Cna_MSK071	Cna_MSK071	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)"	0.5	False	0.5	False	1.0	K01752	2	K00600,K01752,K01752,K01754	2196,753,947,571	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01754 is present in multiple modules: M00975/M00570	0	0	0,0,1,3
M00033	Cna_MSK071	Cna_MSK071	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00928 K00133 K00836 K06718 K06720"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00133,K00928	2258,2257	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	0	0	1,1,0,0,0
M00021	Cna_MSK071	Cna_MSK071	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00640,K23304) (K01738,K13034,K17069)"	1.0	True	1.0	True	1.0	K00640,K01738	1,1	K00640,K01738	278,279	None	1	1	1,1
M00609	Cna_MSK071	Cna_MSK071	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.5	False	0.5	False	1.0	K07173	1	K00789,K01243,K07173	913,111,1830	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034	0	0	1,0,1,1,0,0
M00017	Cna_MSK071	Cna_MSK071	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	1.0	True	1.0	True	1.0	K00549,K00641,K01739,K14155	2,1,1,1	K00003,K00133,K00549,K00549,K00641,K00928,K01739,K14155	1053,2258,569,1543,349,2257,1214,1308	K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	1	1,1,1,1,1,1,2
M00034	Cna_MSK071	Cna_MSK071	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00789,K01243,K05810	913,111,546	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034,K05810 is present in multiple modules: M00958/M00959/M00034	0	0	1,0,0,1,0,0,0,0
M00035	Cna_MSK071	Cna_MSK071	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00789	913	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0,0
M00368	Cna_MSK071	Cna_MSK071	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789	913	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0
M00019	Cna_MSK071	Cna_MSK071	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00053,K00826,K01652,K01653,K01687	1125,2113,1123,1124,1121	K00053 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570	1	1	1,1,1,1
M00535	Cna_MSK071	Cna_MSK071	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K09011 K01703+K01704 K00052"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00052,K01703,K01704	1129,1146,1147	K00052 is present in multiple modules: M00535/M00432,K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	0	0	0,1,1
M00570	Cna_MSK071	Cna_MSK071	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00053,K00826,K01652,K01653,K01687,K01754	1125,2113,1123,1124,1121,571	K00053 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570,K01754 is present in multiple modules: M00975/M00570	1	1	1,1,1,1,1
M00432	Cna_MSK071	Cna_MSK071	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01649 (K01702,K01703+K01704) K00052"	1.0	True	1.0	True	1.0	K01649	1	K00052,K01649,K01703,K01704	1129,2254,1146,1147	K00052 is present in multiple modules: M00535/M00432,K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	1	1	1,1,1
M00036	Cna_MSK071	Cna_MSK071	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"	0.16666666666666666	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K00382,K00826	1816,2113	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00826 is present in multiple modules: M00019/M00570/M00036/M00119	0	0	1,0,0,0,0,0
M00016	Cna_MSK071	Cna_MSK071	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	1.0	True	1.0	True	1.0	K00674,K01439	1,1	K00133,K00215,K00674,K00821,K00928,K01439,K01586,K01586,K01714,K01778	2258,691,2281,1198,2257,2279,1051,1777,693,715	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00821 is present in multiple modules: M00016/M00028/M00845,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527	1	1	1,1,1,1,1,1,1,1,2
M00525	Cna_MSK071	Cna_MSK071	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.7777777777777778	True	0.7777777777777778	True	1.0	K05823	1	K00133,K00215,K00928,K01586,K01586,K01714,K01778,K05823	2258,691,2257,1051,1777,693,715,373	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527	1	0	1,1,1,1,0,0,1,1,2
M00526	Cna_MSK071	Cna_MSK071	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.8333333333333334	True	0.8333333333333334	True	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01586,K01586,K01714	2258,691,2257,1051,1777,693	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527	1	0	1,1,1,1,0,2
M00527	Cna_MSK071	Cna_MSK071	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.8571428571428571	True	0.8571428571428571	True	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01586,K01586,K01714,K01778	2258,691,2257,1051,1777,693,715	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527	1	0	1,1,1,1,0,1,2
M00032	Cna_MSK071	Cna_MSK071	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	"K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)"	0.0	False	0.05555555555555555	False	NA	No enzymes unique to module	NA	K00382	1816	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	0	0	0,0,0,0,0,0
M00956	Cna_MSK071	Cna_MSK071	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules	Amino acid metabolism	Lysine metabolism	"K01582 K09251 K00137 K07250 K00135 K15737 K15736"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00135,K00135,K00135,K00135	1933,60,94,1368	K00135 is present in multiple modules: M00956/M00957/M00027	0	0	0,0,0,0,4,0,0
M00957	Cna_MSK071	Cna_MSK071	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00468 K01506 (K14268,K07250) K00135 ((K15737 K15736),(K01041 K00252 (K01692,K01825,K01782) (K01825,K01782) K00626))"	0.2	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00135,K00135,K00135,K00135	1933,60,94,1368	K00135 is present in multiple modules: M00956/M00957/M00027	0	0	0,0,0,4,0
M00028	Cna_MSK071	Cna_MSK071	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"	1.0	True	1.0	True	1.0	K00620,K00930	1,1	K00145,K00620,K00821,K00930	1195,1196,1198,1197	K00145 is present in multiple modules: M00028/M00845,K00821 is present in multiple modules: M00016/M00028/M00845	1	1	1,1,1,1
M00844	Cna_MSK071	Cna_MSK071	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00611 K01940 (K01755,K14681)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00611,K01755,K01940	1199,1202,1201	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	1	1	1,1,1
M00845	Cna_MSK071	Cna_MSK071	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.5714285714285714	False	0.5714285714285714	False	NA	No enzymes unique to module	NA	K00145,K00821,K01755,K01940	1195,1198,1202,1201	K00145 is present in multiple modules: M00028/M00845,K00821 is present in multiple modules: M00016/M00028/M00845,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	0	0	0,1,1,0,0,1,1
M00029	Cna_MSK071	Cna_MSK071	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00611,K01755,K01940	1199,1202,1201	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	0	0	0,1,1,1,0
M00978	Cna_MSK071	Cna_MSK071	Ornithine-ammonia cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)"	0.8333333333333334	True	0.8333333333333334	True	1.0	K01915	2	K00611,K01755,K01915,K01915,K01940,K01955,K01956	1199,1202,2139,2126,1201,919,920	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978,K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978	1	0	2,1,1,1,1,0
M00015	Cna_MSK071	Cna_MSK071	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00931 K00147),K12657) K00286"	1.0	True	1.0	True	1.0	K00147,K00931	1,1	K00147,K00286,K00931	1268,1843,1264	K00286 is present in multiple modules: M00015/M00972	1	1	1,1
M00970	Cna_MSK071	Cna_MSK071	Proline degradation, proline => glutamate	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00318 K00294),K13821)"	1.0	True	1.0	True	1.0	K13821	1	K13821	113	None	1	1	1
M00972	Cna_MSK071	Cna_MSK071	Proline metabolism	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00819 K00286 K00318"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00286	1843	K00286 is present in multiple modules: M00015/M00972	0	0	0,1,0
M00026	Cna_MSK071	Cna_MSK071	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	0.8333333333333334	True	0.8888888888888888	True	1.0	K00013,K00765,K00817,K01496,K01523,K02500,K02501,K05602	1,1,2,1,1,1,1,1	K00013,K00765,K00817,K00817,K01496,K01523,K02500,K02501,K05602,K24017	583,847,1412,584,592,848,591,588,525,589	K24017 is present in multiple modules: M00026/M00023	1	0	1,1,1,1,0,1
M00045	Cna_MSK071	Cna_MSK071	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules	Amino acid metabolism	Histidine metabolism	"K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))"	1.0	True	1.0	True	1.0	K01468,K01479,K01712,K01745	1,1,1,1	K01468,K01479,K01712,K01745	1027,1020,1026,1023	None	1	1	1,1,1,1
M00022	Cna_MSK071	Cna_MSK071	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	1.0	True	1.0	True	1.0	K00014,K00800,K00891,K01626,K01735,K01736,K03786	1,1,1,1,1,1,1	K00014,K00800,K00891,K01626,K01735,K01736,K03786	936,486,934,2094,933,935,932	None	1	1	1,1,1,1
